mouse_id,sex,treatment,genotype,cell_id,branch_id,multibranch_id,soma_depth,fov,day_-3,day_-1,day_1,day_3
C57 1-1,f,saline,c57,cell11,cell11_1,NA,740,FOV33-1,0,0.14013346,0.08988152,-0.125907458
C57 1-1,f,saline,c57,cell16,cell16_1,NA,640,FOV39-1,0,-0.075727809,0.020676769,0.104482943
C57 1-1,f,saline,c57,cell15,cell15_1,NA,770,FOV40-1,0,0.005698234,-0.058157533,-0.075312428
C57 1-1,f,saline,c57,NA,NA,NA,NA,FOV42-1,0,-0.018328542,0.030100999,-0.014962551
C57 1-1,f,saline,c57,cell14,cell14_1,cell14_1,660,FOV47-1,0,-0.099009449,-0.134540092,-0.058584778
C57 1-1,f,saline,c57,cell14,cell14_2,cell14_2,660,FOV47-2,0,0.154790375,0.163615786,0.194567464
C57 844,f,saline,c57,cell2,cell2_1,NA,640,FOV7-1,0,0.091399523,-0.032541412,-0.049140644
C57 844,f,saline,c57,cell3,cell3_1,NA,660,FOV9-1,0,-0.028969957,-0.052440987,-0.06276824
C57 844,f,saline,c57,NA,NA,NA,NA,FOV12-1,0,0.00516815,0.134643917,0.024295252
C57 3163,f,saline,c57,cell1,cell1_1,NA,500,FOV4-1,0,0.074900794,-0.031498016,0.113839286
C57 3163,f,saline,c57,cell2,cell2_1,cell2_1,NA,FOV7-1,0,0.174829932,0.052154195,0.043335853
C57 3163,f,saline,c57,cell2,cell2_2,cell2_2,NA,FOV7-2,0,0.077992687,-0.138568129,0.001119742
C57 3163,f,saline,c57,cell2,cell2_3,cell2_3,NA,FOV8-1,0,0.04487151,0.037747374,0.023711857
C57 3163,f,saline,c57,cell2,cell2_4,cell2_4,NA,FOV9-1,0,-0.142376903,-0.195768242,0.125586496
C57 JAX,m,saline,c57,cell2,cell2_1,NA,490,FOV1-1,0,0.310026592,0.411356171,0.24495542
C57 JAX,m,saline,c57,cell4,cell4_1,NA,560,FOV2-1,0,-0.209648958,-0.210775296,-0.138454187
C57 JAX,m,saline,c57,cell3,cell3_1,cell3_1,550,FOV5-1,0,-0.003518914,-0.00330347,0.053209076
C57 JAX,m,saline,c57,cell1,cell1_1,NA,475,FOV7-1,0,-0.033889461,-0.017568515,0.070794262
C57 JAX,m,saline,c57,cell5,cell5_1,cell5_1,484,FOV9-1,0,-0.067257785,-0.149188182,-0.082352941
C57 JAX,m,saline,c57,NA,NA,NA,NA,FOV10-1,0,0.029746402,0.076513364,-0.048942407
C57 JAX,m,saline,c57,cell5,cell5_2,cell5_2,484,FOV11-1,0,-0.078988056,-0.02192095,0.063723812
C57 JAX,m,saline,c57,cell6,cell6_1,cell6_1,530,FOV14-1,0,0.104232969,-0.063215029,0.037906457
C57 JAX,m,saline,c57,cell6,cell6_2,cell6_2,530,FOV17-1,0,0.262621359,0.129471621,0.079649575
C57 JAX,m,saline,c57,cell6,cell6_3,cell6_3,530,FOV18-1,0,0.048338444,-0.02427809,0.034074715
C57 JAX,m,saline,c57,cell3,cell3_2,cell3_2,550,FOV19-1,0,0.09184624,0.029000179,0.09365569
C57 JAX,m,saline,c57,cell5,cell5_3,cell5_3,484,FOV22-1,0,0.114266116,-0.025613527,-0.009373448
C57 JAX,m,saline,c57,cell6,cell6_4,cell6_4,530,FOV24-1,0,-0.180825959,-0.118080861,-0.134304326
C57 JAX,m,saline,c57,cell6,cell6_5,cell6_5,530,FOV26-1,0,-0.076012292,-0.053949747,-0.067420864
C57 549160-2,m,saline,c57,NA,NA,NA,NA,FOV16-1,0,-0.055547841,-0.024361696,0.014720178
C57 549160-2,m,saline,c57,NA,NA,NA,NA,FOV17-1,0,0.019392225,-0.063312445,-0.071655412
C57 549160-2,m,saline,c57,NA,NA,NA,NA,FOV23-1,0,-0.010078295,-0.145005725,-0.107498375
C57 842,m,saline,c57,NA,NA,NA,NA,FOV2-1,0,0.088751996,0.061190965,-0.098002613
C57 842,m,saline,c57,NA,NA,NA,NA,FOV3-1,0,0.034231935,-0.049226352,0.040444322
